Gene_ID,Other_IDs
M9H77_34109,"CRO_T006185, CrChr6.2719, CRO_T113234"
M9H77_34110,CRO_T006186
M9H77_34111,"Cro001G.6366.1.p1, Cro001G.6366.2.p1, Cro001G.6366.3.p1, Cro001G.6366.4.p1, CrChr6.2717"
M9H77_34112,"CRO_T006182, Cro001G.6365.1.p1, CrChr6.2716, CRO_T113237"
M9H77_34119,CRO_T015140
M9H77_34121,CRO_T016229
M9H77_34122,CRO_T016228
M9H77_34131,CRO_T025336
M9H77_34133,"CRO_T009589, CrChr6.2701"
M9H77_34135,"CRO_T009595, CRO_T113253"
M9H77_34149,"CRO_T021666, CRO_T113268"
M9H77_34152,"CRO_T032805, Cro001G.6375.1.p1, Cro001G.6375.2.p1, CrChr6.2688, CRO_T113270"
M9H77_34153,"Cro001G.6381.1.p1, Cro001G.6381.2.p1, CrChr6.2687, CRO_T113271"
M9H77_34154,CRO_T030735
M9H77_34155,Cro001G.6382.1.p1
M9H77_34156,"CRO_T030732, Cro001G.6380.1.p1, Cro001G.6380.2.p1, CrChr6.2685, CRO_T113273"
M9H77_34158,"CRO_T030733, CRO_T113274"
M9H77_34159,CrChr6.2684
M9H77_34163,"Cro001G.6384.1.p1, CrChr6.2680"
M9H77_34168,"CRO_T012772, CRO_T113283"
M9H77_34169,"Cro001G.6385.1.p1, CrChr6.2676, CRO_T113284"
M9H77_34171,Cro001G.6386.1.p1
M9H77_34172,CRO_T019020
M9H77_34178,CRO_T019112
M9H77_34179,"CRO_T019111, CrChr6.2670, CRO_T106122"
M9H77_34181,"CRO_T029722, CrChr6.2667, CRO_T106126"
M9H77_34183,"Cro001G.6393.1.p1, CrChr6.2666, CRO_T106129"
M9H77_34186,Cro001G.6395.2.p1
M9H77_34188,"CRO_T013528, CrChr6.2660, CRO_T106134"
M9H77_34189,Cro001G.6400.1.p1
M9H77_34190,"Cro001G.6401.1.p1, CrChr6.2658"
M9H77_34193,"CRO_T013525, CrChr6.2656, CRO_T106139"
M9H77_34194,Cro001G.6398.1.p1
M9H77_34195,Cro001G.6402.1.p1
M9H77_34200,CRO_T010779
M9H77_34207,CRO_T001536
M9H77_34209,"CRO_T026792, Cro001G.6405.1.p1, CrChr6.2636"
M9H77_34211,"CRO_T026790, Cro001G.6406.1.p1, CRO_T107296"
M9H77_34212,"CRO_T026789, Cro001G.6408.1.p1, CRO_T107295"
M9H77_34214,"CRO_T026788, Cro001G.6411.1.p1, CRO_T107294"
M9H77_34215,"CRO_T026787, Cro001G.6412.1.p1, CRO_T107293"
M9H77_34217,"CRO_T006199, Cro001G.6410.1.p1, CRO_T107291"
M9H77_34221,Cro001G.6415.1.p1
M9H77_34225,Cro001G.6418.1.p1
M9H77_34229,CRO_T017840
M9H77_34230,"CRO_T007818, Cro001G.6423.1.p1"
M9H77_34232,"CRO_T013565, Cro001G.6426.1.p1"
M9H77_34238,CRO_T015375
M9H77_34239,CRO_T015376
M9H77_34240,"CRO_T015372, Cro001G.6427.1.p1, CRO_T107262"
M9H77_34251,CrChr6.2600
M9H77_34257,"CRO_T017820, Cro001G.6450.1.p1, CRO_T107244"
M9H77_34295,"CRO_T016916, Cro001G.6479.1.p1, CrChr6.2571, CRO_T107205"
M9H77_34330,"CRO_T004548, Cro001G.6497.1.p1, CRO_T102665"
M9H77_34362,"CRO_T033804, Cro001G.6500.1.p1, CrChr6.2540, CRO_T102712"
M9H77_34368,CrChr6.2536
M9H77_34369,CrChr6.2535
M9H77_34370,CrChr6.2534
M9H77_34373,"CRO_T003188, Cro001G.6513.1.p1, Cro001G.6513.2.p1, Cro001G.6513.3.p1, Cro001G.6513.4.p1, CRO_T102729"
M9H77_34377,"Cro001G.6515.1.p1, Cro001G.6515.2.p1, CrChr6.2527"
M9H77_34380,"CRO_T032202, Cro001G.6517.1.p1, CRO_T102738"
M9H77_34390,"CRO_T003279, Cro001G.6521.1.p1"
M9H77_34393,"CRO_T027008, Cro001G.6522.1.p1, CRO_T102753"
M9H77_34421,"CRO_T012179, Cro001G.14334.2.p1"
M9H77_34440,CrChr6.2485
M9H77_34441,CrChr6.2484
M9H77_34454,"CRO_T032481, Cro001G.14344.1.p1, CrChr6.2472, CRO_T108502"
M9H77_34459,"CRO_T019317, Cro001G.14348.1.p1, CrChr6.2463, CRO_T108507"
M9H77_34469,"CRO_T002209, Cro001G.14384.1.p1, Cro001G.14384.2.p1, CrChr6.2452"
M9H77_34475,"CRO_T012612, CRO_T108534"
M9H77_34479,Cro001G.14392.2.p1
M9H77_34495,CrChr6.2423
M9H77_34500,CrChr6.2420
M9H77_34517,"CRO_T009544, Cro001G.14418.1.p1"
M9H77_34549,CrChr6.2373
M9H77_34590,CRO_T009417
M9H77_34603,"CRO_T009893, Cro001G.8645.1.p1, CrChr6.2334, CRO_T126816"
M9H77_34604,"Cro001G.8636.1.p1, CrChr6.2333"
M9H77_34618,"Cro001G.8649.1.p1, Cro001G.8649.2.p1, Cro001G.8649.3.p1"
M9H77_34631,"Cro001G.8656.1.p1, Cro001G.8656.2.p1, CrChr6.2320"
M9H77_34639,CrChr6.2315
M9H77_34673,Cro001G.8683.1.p1
M9H77_34678,"CRO_T000521, Cro001G.8692.1.p1, CRO_T126893"
M9H77_34687,CrChr6.2271
M9H77_34699,CrChr6.2257
M9H77_34715,CrChr6.2247
M9H77_34717,"CRO_T015048, Cro001G.11421.1.p1, CrChr6.2246"
M9H77_34731,CrChr6.2232
M9H77_34732,"CRO_T010277, Cro001G.11402.1.p1, CrChr6.2231, CRO_T126949"
M9H77_34734,CRO_T013295
M9H77_34736,CrChr6.2228
M9H77_34743,"Cro001G.11393.2.p1, CRO_T126963"
M9H77_34763,Cro001G.737.1.p1
M9H77_34773,CRO_T009351
M9H77_34782,CrChr6.2189
M9H77_34784,CRO_T013636
M9H77_34853,"CRO_T003919, Cro001G.681.1.p1, Cro001G.681.2.p1, Cro001G.681.3.p1, Cro001G.681.7.p1, Cro001G.681.8.p1, CRO_T136483"
M9H77_34874,CrChr6.2126
M9H77_34897,CrChr6.2110
M9H77_34911,CrChr6.2093
M9H77_34923,"CRO_T002567, Cro001G.646.1.p1, CRO_T108099"
M9H77_34924,"Cro001G.645.1.p1, CrChr6.2077"
M9H77_34937,"Cro001G.636.1.p1, CrChr6.2069"
M9H77_34940,CrChr6.2066
M9H77_34944,Cro001G.627.2.p1
M9H77_34949,Cro001G.624.2.p1
M9H77_34953,Cro001G.622.1.p1
M9H77_34978,CrChr6.2014
M9H77_34989,"Cro001G.596.1.p1, Cro001G.596.4.p1, CRO_T108185"
M9H77_34994,"Cro001G.587.1.p1, CrChr6.2003"
M9H77_34995,"Cro001G.584.1.p1, CrChr6.2001, CRO_T108194"
M9H77_35008,"Cro001G.579.1.p1, CrChr6.1994, CRO_T108204"
M9H77_35067,"CRO_T032877, CrChr6.1938, CRO_T108277"
M9H77_35120,"CrChr6.1890, CRO_T139724"
M9H77_35141,"CRO_T027451, Cro001G.516.1.p2, CrChr6.1870, CRO_T139701"
M9H77_35143,"Cro001G.514.1.p1, Cro001G.514.2.p1, CrChr6.1868, CRO_T139698"
M9H77_35156,"Cro001G.503.1.p1, CrChr6.1851, CRO_T139679"
M9H77_35194,"CRO_T020772, Cro001G.474.1.p1, CrChr6.1813, CRO_T139623"
M9H77_35201,"Cro001G.467.1.p1, CrChr6.1805, CRO_T139616"
M9H77_35220,"CRO_T007576, Cro001G.451.1.p1, CrChr6.1785, CRO_T139593"
M9H77_35285,"CRO_T004661, Cro001G.418.1.p1, CrChr6.1732, CRO_T139524"
M9H77_35310,"CRO_T010007, Cro001G.405.1.p1, CrChr6.1711, CRO_T139488"
M9H77_35355,CRO_T000936
M9H77_35375,CrChr6.1666
M9H77_35402,"CRO_T011317, Cro001G.352.1.p1, CRO_T139386"
M9H77_35477,CrChr6.1577
M9H77_35500,"CRO_T000193, Cro001G.294.1.p1, CRO_T127181"
M9H77_35510,"CrChr6.1541, CRO_T127197"
M9H77_35541,"CRO_T001919, Cro001G.269.1.p1, CrChr6.1517, CRO_T127240"
M9H77_35587,CrChr6.1481
M9H77_35665,"Cro001G.2909.1.p1, CrChr6.1413, CRO_T104463"
M9H77_35686,"CRO_T026337, Cro001G.2898.1.p1, CrChr6.1397, CRO_T104434"
M9H77_35695,CRO_T010720
M9H77_35709,"Cro001G.2893.2.p1, Cro001G.2893.3.p1"
M9H77_35793,CrChr6.1312
M9H77_35819,"CRO_T015866, Cro001G.19425.2.p1, CrChr6.1279, CRO_T119784"
M9H77_35841,"Cro001G.19414.1.p2, CrChr6.1294"
M9H77_36109,"Cro001G.739.1.p2, Cro001G.739.2.p2, Cro001G.739.3.p2, Cro001G.739.4.p2, Cro001G.740.1.p2"
M9H77_36194,CRO_T018470
M9H77_36271,"Cro001G.1524.1.p1, Cro001G.1524.2.p1, Cro001G.1524.5.p1"
M9H77_36428,"CRO_T017388, Cro001G.1598.1.p1, CrChr6.799, CRO_T117887"
M9H77_36455,"CRO_T002522, Cro001G.1607.1.p1, Cro001G.1607.2.p1, Cro001G.1607.3.p1, Cro001G.1607.4.p1, CrChr6.782"
M9H77_36488,CRO_T117937
M9H77_36534,"CRO_T001797, Cro001G.1647.1.p1, CRO_T118013"
M9H77_36550,Cro001G.1651.1.p1
M9H77_36578,"CRO_T018878, Cro001G.1679.1.p1, CrChr6.684, CRO_T118054"
M9H77_36582,"CRO_T019056, Cro001G.1684.1.p1, CrChr6.680, CRO_T118060"
M9H77_36586,Cro001G.1686.2.p1
M9H77_36602,"Cro001G.1698.1.p1, CrChr6.660"
M9H77_36604,"Cro001G.1701.1.p1, CrChr6.658"
M9H77_36632,"CRO_T020821, Cro001G.1718.1.p1, CRO_T118119"
M9H77_36634,CRO_T020817
M9H77_36635,CrChr6.633
M9H77_36636,CRO_T017853
M9H77_36637,"CRO_T017852, CrChr6.631"
M9H77_36638,CRO_T004049
M9H77_36643,"CRO_T018538, CRO_T125580"
M9H77_36645,CrChr6.625
M9H77_36646,"CRO_T013774, CrChr6.624"
M9H77_36647,"CRO_T013773, Cro001G.1729.1.p1, CrChr6.623, CRO_T125584"
M9H77_36648,CrChr6.621
M9H77_36649,"CRO_T001017, Cro001G.1731.1.p1, CrChr6.620"
M9H77_36650,"Cro001G.1732.1.p1, Cro001G.1732.2.p1, CrChr6.619"
M9H77_36651,CrChr6.618
M9H77_36652,CrChr6.616
M9H77_36655,CRO_T120063
M9H77_36657,CrChr6.611
M9H77_36658,CrChr6.610
M9H77_36659,CrChr6.609
M9H77_36661,CrChr6.608
M9H77_36666,CRO_T000485
M9H77_36667,"CrChr6.600, CRO_T112428"
M9H77_36670,CrChr6.597
M9H77_36673,CrChr6.594
M9H77_36674,CrChr6.592
M9H77_36678,CRO_T000359
M9H77_36681,CrChr6.584
M9H77_36684,"CRO_T017494, CrChr6.581"
M9H77_36689,"CRO_T033778, CrChr6.575"
M9H77_36692,CrChr6.572
M9H77_36694,CRO_T008169
M9H77_36695,"CRO_T021213, CrChr6.570, CRO_T128401"
M9H77_36696,"CRO_T010048, CrChr6.569, CRO_T138970"
M9H77_36697,"CRO_T014511, Cro001G.1771.1.p2, CrChr6.568, CRO_T128400"
M9H77_36702,"Cro001G.1776.1.p1, CrChr6.562"
M9H77_36708,"Cro001G.1781.1.p1, Cro001G.1781.2.p1"
M9H77_36709,"Cro001G.1779.1.p1, Cro001G.1779.2.p1, CrChr6.556"
M9H77_36710,"Cro001G.1782.2.p1, CrChr6.555"
M9H77_36712,CrChr6.553
M9H77_36716,"Cro001G.1790.1.p1, Cro001G.1790.2.p1, CrChr6.549"
M9H77_36723,CRO_T023354
M9H77_36724,CRO_T023353
M9H77_36727,"CRO_T024018, CrChr6.539"
M9H77_36729,"Cro001G.1800.5.p1, CrChr6.537"
M9H77_36730,"Cro001G.1789.1.p1, Cro001G.1789.2.p1, Cro001G.1789.4.p1"
M9H77_36731,"CRO_T024015, Cro001G.1795.1.p1, CrChr6.532"
M9H77_36733,"Cro001G.1794.1.p1, CrChr6.531"
M9H77_36734,CRO_T031238
M9H77_36735,CRO_T013193
M9H77_36739,CRO_T012981
M9H77_36741,CRO_T005507
M9H77_36742,"CRO_T005508, Cro001G.1799.1.p1, CrChr6.525"
M9H77_36743,"CRO_T027762, Cro001G.1806.1.p1, Cro001G.1806.2.p1, Cro001G.1806.3.p1, CrChr6.524"
M9H77_36744,CRO_T027761
M9H77_36745,CrChr6.522
M9H77_36747,CrChr6.520
M9H77_36748,"CRO_T018307, CrChr6.519"
M9H77_36749,CRO_T018306
M9H77_36752,"Cro001G.1808.1.p1, CrChr6.514, CRO_T118703"
M9H77_36753,"Cro001G.1816.1.p1, CrChr6.513, CRO_T118704"
M9H77_36754,"Cro001G.1817.1.p1, CrChr6.512"
M9H77_36755,CRO_T022828
M9H77_36758,"CRO_T019744, CRO_T118707"
M9H77_36761,"CRO_T024497, CRO_T109140"
M9H77_36762,"Cro001G.1861.1.p1, Cro001G.1861.2.p1"
M9H77_36763,"CRO_T019932, Cro001G.1862.1.p2, Cro001G.1862.2.p1, CRO_T109139"
M9H77_36764,"CRO_T019931, Cro001G.1862.1.p1, Cro001G.1862.3.p1, CrChr6.508, CRO_T109138"
M9H77_36770,CRO_T012397
M9H77_36780,CRO_T109132
M9H77_36784,CRO_T027975
M9H77_36785,CRO_T022084
M9H77_36787,"CRO_T013253, CrChr6.501, CRO_T109118"
M9H77_36788,"CrChr6.500, CRO_T109117"
M9H77_36789,"Cro001G.1871.1.p1, CrChr6.499"
M9H77_36790,"Cro001G.1874.1.p1, CrChr6.497, CRO_T109115"
M9H77_36791,"CRO_T021783, CrChr6.496"
M9H77_36792,"Cro001G.1870.1.p1, CrChr6.495"
M9H77_36793,CRO_T021781
M9H77_36796,"Cro001G.1875.1.p1, CRO_T109111"
M9H77_36797,"Cro001G.1876.1.p1, Cro001G.1876.2.p1, Cro001G.1876.3.p1, CrChr6.492"
M9H77_36799,CRO_T011560
M9H77_36800,CrChr6.490
M9H77_36804,"CRO_T012608, Cro001G.1819.1.p1, CrChr6.488, CRO_T109107"
M9H77_36809,"CRO_T027280, Cro001G.1823.1.p1, CrChr6.483, CRO_T109102"
M9H77_36810,"CRO_T027281, CRO_T109101"
M9H77_36812,"CRO_T011288, CRO_T109099"
M9H77_36814,"CRO_T016237, CRO_T109098"
M9H77_36815,"CRO_T016239, CRO_T109096"
M9H77_36817,"CRO_T016235, CRO_T109094"
M9H77_36820,"CRO_T021834, Cro001G.1833.1.p1, CrChr6.475"
M9H77_36821,"CRO_T021835, Cro001G.1829.1.p1, CrChr6.474, CRO_T109090"
M9H77_36822,"CRO_T021836, Cro001G.1832.1.p1, CrChr6.473, CRO_T109089"
M9H77_36823,"Cro001G.1828.1.p1, CrChr6.472"
M9H77_36824,CrChr6.471
M9H77_36826,"CRO_T009724, Cro001G.1835.1.p1, CrChr6.469, CRO_T109084"
M9H77_36827,"CRO_T009722, Cro001G.1836.1.p1, CRO_T109083"
M9H77_36829,"CRO_T009721, Cro001G.1839.1.p1, CrChr6.467, CRO_T109081"
M9H77_36830,CrChr6.466
M9H77_36831,"Cro001G.1841.1.p1, CrChr6.465"
M9H77_36833,"CRO_T013792, Cro001G.1844.1.p1, CrChr6.463, CRO_T109076"
M9H77_36834,"Cro001G.1845.2.p1, Cro001G.1845.4.p1, CrChr6.461"
M9H77_36835,"Cro001G.1847.1.p1, CrChr6.458, CRO_T109074"
M9H77_36836,"Cro001G.1848.1.p1, CrChr6.457"
M9H77_36837,"CRO_T029984, Cro001G.1849.1.p1, CrChr6.456, CRO_T109072"
M9H77_36838,"CRO_T029981, Cro001G.1850.1.p1, CRO_T109070"
M9H77_36839,"CRO_T029983, Cro001G.1851.1.p1, CrChr6.454, CRO_T109069"
M9H77_36840,CRO_T029982
M9H77_36841,"Cro001G.1852.1.p1, CrChr6.453, CRO_T109068"
M9H77_36843,Cro001G.1853.1.p1
M9H77_36844,"Cro001G.1854.1.p1, CrChr6.451"
M9H77_36845,"CRO_T002919, CrChr6.450, CRO_T109065"
M9H77_36846,Cro001G.1857.2.p1
M9H77_36847,"CRO_T002920, Cro001G.1856.1.p1, CrChr6.448, CRO_T109063"
M9H77_36848,"CRO_T016464, Cro001G.1858.1.p1, CrChr6.446"
M9H77_36850,"CRO_T017371, CrChr6.444, CRO_T109061"
M9H77_36851,"CRO_T017374, CrChr6.443, CRO_T109060"
M9H77_36852,"CRO_T017372, CrChr6.442, CRO_T109059"
M9H77_36853,Cro001G.1877.1.p1
M9H77_36854,"CRO_T023313, Cro001G.1878.1.p1, CrChr6.440, CRO_T109057"
M9H77_36857,CRO_T013497
M9H77_36858,CRO_T005738
M9H77_36860,CRO_T005739
M9H77_36861,"CRO_T010894, Cro001G.1879.1.p1, CrChr6.438, CRO_T109055"
M9H77_36862,"Cro001G.1890.1.p1, Cro001G.1890.2.p1, CrChr6.437"
M9H77_36863,"Cro001G.1891.1.p1, CrChr6.436"
M9H77_36864,"Cro001G.1893.1.p1, CrChr6.435"
M9H77_36865,"CRO_T028399, Cro001G.1894.1.p1, Cro001G.1894.2.p1, Cro001G.1894.3.p1, CRO_T109049"
M9H77_36866,"CRO_T028400, Cro001G.1895.1.p1, Cro001G.1895.2.p1, Cro001G.1895.3.p1"
M9H77_36867,Cro001G.1892.2.p1
M9H77_36868,"Cro001G.1889.1.p1, CrChr6.431"
M9H77_36869,"Cro001G.1880.1.p1, CrChr6.430"
M9H77_36870,"Cro001G.1882.1.p1, CrChr6.429"
M9H77_36871,Cro001G.1883.1.p1
M9H77_36872,CRO_T008934
M9H77_36873,"Cro001G.1885.1.p2, Cro001G.1885.2.p2, Cro001G.1885.3.p2, CrChr6.423"
M9H77_36874,Cro001G.1881.1.p1
M9H77_36875,CRO_T021887
M9H77_36876,Cro001G.1887.1.p1
M9H77_36878,Cro001G.1886.4.p1
M9H77_36879,CRO_T021937
M9H77_36880,CRO_T021938
M9H77_36881,"CRO_T021940, Cro001G.1888.1.p1, CRO_T109034"
M9H77_36882,Cro001G.1897.1.p1
M9H77_36883,Cro001G.1899.1.p1
M9H77_36884,"CRO_T001149, Cro001G.1900.1.p1"
M9H77_36885,"CRO_T001150, Cro001G.1901.1.p1, CrChr6.416, CRO_T109030"
M9H77_36886,"CRO_T001151, CRO_T109029"
M9H77_36887,"Cro001G.1898.1.p1, CrChr6.415, CRO_T109027"
M9H77_36888,CrChr6.414
M9H77_36890,CrChr6.412
M9H77_36891,CrChr6.411
M9H77_36893,CrChr6.409
M9H77_36894,CrChr6.408
M9H77_36897,CrChr6.404
M9H77_36899,CrChr6.402
M9H77_36900,CrChr6.401
M9H77_36902,CrChr6.399
M9H77_36904,CrChr6.396
M9H77_36905,CrChr6.395
M9H77_36906,CrChr6.394
M9H77_36907,CrChr6.393
M9H77_36908,"Cro001G.1936.2.p2, Cro001G.1936.3.p2, CrChr6.392"
M9H77_36911,CrChr6.390
M9H77_36914,CrChr6.387
M9H77_36917,CrChr6.384
M9H77_36918,CrChr6.383
M9H77_36920,CrChr6.381
M9H77_36924,CrChr6.378
M9H77_36925,CrChr6.377
M9H77_36928,CrChr6.372
M9H77_36930,CrChr6.370
M9H77_36931,"CRO_T005426, Cro001G.1927.1.p1, Cro001G.1927.2.p2, Cro001G.1927.3.p1, Cro001G.1927.4.p1, Cro001G.1927.5.p1, Cro001G.1927.6.p1, Cro001G.1927.7.p1, CrChr6.369, CRO_T134296"
M9H77_36932,CrChr6.368
M9H77_36934,CrChr6.366
M9H77_36936,CrChr6.364
M9H77_36937,CrChr6.363
M9H77_36939,"CRO_T003566, CrChr6.361, CRO_T134289"
M9H77_36940,CrChr6.360
M9H77_36942,CRO_T134286
M9H77_36943,"CRO_T015556, Cro001G.1933.10.p2, Cro001G.1933.11.p2, Cro001G.1933.13.p2, Cro001G.1933.14.p1, Cro001G.1933.3.p1, Cro001G.1933.5.p2, Cro001G.1933.6.p2, Cro001G.1933.7.p2, Cro001G.1933.8.p2, Cro001G.1933.9.p2, CRO_T134285"
M9H77_36944,CrChr6.356
M9H77_36946,CrChr6.354
M9H77_36947,CrChr6.353
M9H77_36948,CrChr6.352
M9H77_36950,CrChr6.351
M9H77_36952,CrChr6.348
M9H77_36953,CrChr6.347
M9H77_36954,CrChr6.346
M9H77_36956,CrChr6.344
M9H77_36958,CrChr6.342
M9H77_36964,CrChr6.338
M9H77_36965,CrChr6.336
M9H77_36966,CrChr6.335
M9H77_36970,CrChr6.332
M9H77_36975,CrChr6.327
M9H77_36977,CrChr6.325
M9H77_36978,CrChr6.324
M9H77_36979,CrChr6.322
M9H77_36982,CrChr6.321
M9H77_36984,CrChr6.319
M9H77_36986,CrChr6.317
M9H77_36987,CrChr6.316
M9H77_36989,CrChr6.315
M9H77_36990,CrChr6.314
M9H77_36993,CrChr6.312
M9H77_36997,CrChr6.308
M9H77_36998,CrChr6.307
M9H77_36999,CrChr6.306
M9H77_37000,CrChr6.305
M9H77_37001,CrChr6.304
M9H77_37002,CrChr6.303
M9H77_37004,CrChr6.301
M9H77_37008,CrChr6.298
M9H77_37012,CrChr6.296
M9H77_37013,CrChr6.295
M9H77_37017,CrChr6.291
M9H77_37018,CrChr6.290
M9H77_37022,CrChr6.284
M9H77_37025,CrChr6.277
M9H77_37029,CrChr6.272
M9H77_37038,Cro001G.2032.3.p1
M9H77_37043,CrChr6.260
M9H77_37057,"Cro001G.2035.1.p1, CrChr6.248, CRO_T134174"
M9H77_37058,"Cro001G.2037.1.p1, CrChr6.247"
M9H77_37060,"CRO_T011549, Cro001G.2038.1.p1, Cro001G.966.1.p1, CrChr6.245, CRO_T134169"
M9H77_37062,"Cro001G.2036.1.p1, CrChr6.243"
M9H77_37063,CrChr6.242
M9H77_37064,CrChr6.241
M9H77_37065,CrChr6.240
M9H77_37068,CrChr6.235
M9H77_37069,CrChr6.234
M9H77_37079,"CRO_T020413, CrChr6.224, CRO_T134146"
M9H77_37080,"CRO_T020415, Cro001G.949.1.p1, CrChr6.223"
M9H77_37083,CrChr6.220
M9H77_37084,"Cro001G.944.1.p1, CrChr6.218"
M9H77_37085,CrChr6.217
M9H77_37086,CrChr6.216
M9H77_37088,CrChr6.214
M9H77_37089,CrChr6.213
M9H77_37090,CrChr6.212
M9H77_37095,"CRO_T033372, CrChr6.207"
M9H77_37096,"CRO_T033370, Cro001G.943.1.p1, CRO_T134128"
M9H77_37097,"Cro001G.937.10.p1, CrChr6.205, CRO_T134127"
M9H77_37098,"Cro001G.942.1.p1, CrChr6.204"
M9H77_37099,"Cro001G.937.8.p1, CrChr6.203"
M9H77_37100,"Cro001G.937.8.p2, CrChr6.202"
M9H77_37101,CrChr6.201
M9H77_37102,"Cro001G.934.1.p2, Cro001G.934.2.p1, Cro001G.934.3.p1, CrChr6.200"
M9H77_37104,CRO_T008896
M9H77_37105,"CRO_T008897, CRO_T134120"
M9H77_37106,"Cro001G.941.1.p1, CrChr6.196, CRO_T134119"
M9H77_37107,CrChr6.195
M9H77_37108,CrChr6.194
M9H77_37109,CrChr6.193
M9H77_37110,CrChr6.192
M9H77_37111,CrChr6.191
M9H77_37112,CrChr6.190
M9H77_37114,"Cro001G.935.1.p1, Cro001G.935.2.p1, Cro001G.935.3.p1, CrChr6.189"
M9H77_37115,Cro001G.934.1.p1
M9H77_37116,"CRO_T021526, CrChr6.187"
M9H77_37117,"Cro001G.933.1.p1, CrChr6.186"
M9H77_37118,"Cro001G.932.1.p1, Cro001G.932.2.p1, CrChr6.185"
M9H77_37119,"CRO_T015365, Cro001G.930.1.p1, CrChr6.183"
M9H77_37120,Cro001G.888.1.p1
M9H77_37121,"CRO_T015539, Cro001G.887.1.p1, CrChr6.181, CRO_T134103"
M9H77_37122,"CRO_T015533, Cro001G.886.1.p2, CrChr6.180, CRO_T134102"
M9H77_37123,"Cro001G.885.2.p1, CrChr6.179"
M9H77_37124,"CRO_T015537, Cro001G.927.1.p1, CrChr6.178, CRO_T134100"
M9H77_37125,"Cro001G.926.1.p1, CrChr6.177"
M9H77_37126,"Cro001G.925.1.p1, Cro001G.925.3.p1, Cro001G.925.4.p1, CrChr6.176"
M9H77_37136,"CRO_T024366, Cro001G.918.1.p1, Cro001G.918.2.p1, CrChr6.166, CRO_T134088"
M9H77_37137,Cro001G.917.1.p1
M9H77_37139,"CRO_T024371, Cro001G.914.1.p1, CrChr6.162, CRO_T134084"
M9H77_37142,"Cro001G.911.1.p1, Cro001G.911.2.p1"
M9H77_37143,Cro001G.910.1.p2
M9H77_37152,"CRO_T020399, Cro001G.901.1.p1, CrChr6.147, CRO_T134071"
M9H77_37153,"CRO_T020383, CrChr6.146, CRO_T134070"
M9H77_37157,"Cro001G.898.1.p1, Cro001G.898.2.p1, CrChr6.141"
M9H77_37158,"CRO_T020401, CrChr6.140, CRO_T134066"
M9H77_37159,CRO_T020387
M9H77_37160,"CRO_T020402, Cro001G.882.1.p1, CRO_T134064"
M9H77_37161,"CRO_T020403, CrChr6.137"
M9H77_37162,"Cro001G.884.1.p1, Cro001G.884.3.p1, Cro001G.884.4.p1, Cro001G.884.5.p1, Cro001G.884.7.p1"
M9H77_37163,"CRO_T020404, CrChr6.135, CRO_T134061"
M9H77_37164,"Cro001G.884.1.p2, Cro001G.884.4.p2, CrChr6.134"
M9H77_37165,"Cro001G.879.1.p1, CrChr6.133"
M9H77_37166,Cro001G.877.1.p1
M9H77_37167,"CRO_T020392, Cro001G.876.1.p1, CRO_T134056"
M9H77_37168,"Cro001G.873.1.p1, CrChr6.130, CRO_T134055"
M9H77_37169,"Cro001G.872.1.p1, CrChr6.129, CRO_T134054"
M9H77_37170,"CRO_T020394, Cro001G.875.1.p1, CrChr6.128, CRO_T134053"
M9H77_37171,"Cro001G.874.1.p1, CRO_T134052"
M9H77_37172,"CRO_T020395, CRO_T134051"
M9H77_37173,"CRO_T020407, CRO_T134050"
M9H77_37174,CRO_T020408
M9H77_37175,"CRO_T020396, Cro001G.862.1.p1, CrChr6.122, CRO_T134048"
M9H77_37176,CRO_T020409
M9H77_37177,Cro001G.860.1.p1
M9H77_37179,"Cro001G.870.1.p1, Cro001G.870.2.p1"
M9H77_37185,"CRO_T033152, Cro001G.865.1.p1, Cro001G.865.2.p1, CRO_T134037"
M9H77_37186,"CRO_T033160, CRO_T134036"
M9H77_37189,"CrChr6.109, CRO_T134033"
M9H77_37190,CrChr6.108
M9H77_37191,CrChr6.107
M9H77_37192,"CRO_T006615, Cro001G.855.1.p1, Cro001G.855.2.p1, Cro001G.855.3.p1, CrChr6.106, CRO_T134030"
M9H77_37196,"CRO_T006616, CRO_T134028"
M9H77_37197,"CRO_T006626, CRO_T134027"
M9H77_37198,"CRO_T006627, Cro001G.851.1.p1, CrChr6.101, CRO_T134026"
M9H77_37199,"CRO_T006617, CrChr6.100, CRO_T134025"
M9H77_37200,CRO_T006618
M9H77_37203,"CRO_T006620, Cro001G.847.1.p1, Cro001G.847.2.p1, Cro001G.847.3.p1, CRO_T134022"
M9H77_37204,"CRO_T006628, CRO_T134021"
M9H77_37205,"Cro001G.845.1.p1, CrChr6.95"
M9H77_37206,"CRO_T006629, Cro001G.844.1.p1, Cro001G.844.2.p1, CrChr6.94, CRO_T134020"
M9H77_37207,"CRO_T006630, Cro001G.843.1.p1, CrChr6.93, CRO_T134018"
M9H77_37208,"CRO_T006622, Cro001G.840.1.p1, CrChr6.92, CRO_T134017"
M9H77_37209,"CRO_T006631, Cro001G.839.1.p1, CrChr6.91, CRO_T134016"
M9H77_37210,CrChr6.90
M9H77_37211,Cro001G.842.1.p1
M9H77_37212,"Cro001G.841.1.p1, Cro001G.841.2.p1, CRO_T134013"
M9H77_37214,"CRO_T021878, CRO_T134010"
M9H77_37216,"CRO_T021877, CrChr6.84, CRO_T134008"
